text,labels,predictions_stance,probabilities_outputs_stance
"Kreeka puhul ei lasknud Brüssel ei Frontexil ega kreeklastel migrante tagasi saata, kuid nüüd on märgatav selle aktsepteerimine, et need siiski piirilt tagasi saadetakse või siis kasutatakse nende vastu füüsilist jõudu.",1,0,"[0.69, 0.26, 0.05]"
"EKRE poliitik Henn Põlluaas ütles kolmapäeval riigikogus, et väidetavalt sidus Haapsalus hiljuti perevägivalla tõttu vahistatud pagulane oma naise radiaatori külge, kallas ta üle süütevedelikuga ja ähvardas põlema panna.",0,0,"[0.75, 0.19, 0.06]"
"Martin Helme meenutas hiljutist uudist, kus Brasiilia saatis oma piirile marksistliku Venetsueelaga sõjaväe, et takistada migrantide sissevoolu – põhjuseks see, et Brasiilia piirilinnades kasvas põgenike kuritegevus liiga suureks.",0,0,"[0.77, 0.2, 0.04]"
"Siseministeerium on saatnud kooskõlastusele eelnõu, mille kohaselt antakse tuleva aasta esimeses pooles ehk kuni 30. juunini 657 elamisluba ning teises poolaastas veel 658 elamisluba.",2,1,"[0.02, 0.52, 0.46]"
"AFP vahendab, et Kreeka peaminister Alexis Tsipras ähvardas kolmapäeval mitte alluda Euroopa Liidu kokkulepetele rändekriisi asjus, kui koormat ei jagata õiglaselt teiste liikmesriikidega.",1,0,"[0.6, 0.3, 0.1]"
Sisuliselt on tegu lihtsalt immigratsioonimeelse argumendiga.,1,1,"[0.46, 0.47, 0.07]"
"Araabia ja Aafrika moslemitest pagulaste toimepandud terroriaktid ja kriminaalkuriteod toodavad juba nüüd pidevalt Euroopas uusi vihagruppe, mis aitab kaasa mässajatest terroristide eesmärgile tekitada moslemite suhtes üldist vihkamist.",0,0,"[0.92, 0.06, 0.02]"
"Selline seisukoht näitab peaministri ilmselget ebakompetentsust – Kallas ei tundu teadvat midagi arvukatest eranditest, mis on välismaalaste ja teistesse seadustesse sisse kirjutatud, samuti paljudest rikkumistest kasvõi õpirände kaudu, mille eesmärgiks on minna läbi Eesti edasi Lääne-Euroopasse.",0,1,"[0.39, 0.5, 0.11]"
"Selline seisukoht ei saa viia millegi muu, kui massilise seadusetuseni, mida on näha kogu Euroopas – migrandid tungivad üle tarade, ujuvad kohale paatidega ja Carola Rackete moodi piraadid rammivad koguni politseipaate.",0,0,"[0.94, 0.04, 0.02]"
"Lisaks Eesti tutvustamisele välismaal võimaldab uus märk ilmselt vastu võtta piiramatul hulgal muust rassist ja rahvusest immigrante kuni meie identiteedi täieliku lahustamiseni, et siis tervitada tsaar Putini võidukaid vägesid, kes meid sellest õudusest justkui “päästma” tuleb ja osavalt teise äärmusesse ehk taas enda vene-tatari impeeriumi kuulekateks alamateks allutab.",0,0,"[0.83, 0.06, 0.11]"
Teil on võõramaalaste jaoks käibefraasina kasutusel selline ütlemine: „Te PEATE meid mõistma.“ Kas just PEAME – selle üle võiks vaielda.,0,0,"[0.44, 0.3, 0.27]"
"Poliitilisest käekirjast räägib kasvõi seegi, et suure reklaamiga toodi maasikapõllule Eesti põllumajandust päästma isegi ülikoolide neegrid.",0,0,"[0.87, 0.07, 0.06]"
"Vabamus toimuval üritusel tahame näidatavate filmide kaudu tuua vaatajateni rändajate inimliku poole ning avada nende elu läbi nende endi vaatenurga,“ ütles Vabamu kuraator Piret Karro.",2,2,"[0.03, 0.19, 0.79]"
Mõnikord püüavad pagulasi halvas valguses näidata võõraviha õhutajad.,1,0,"[0.59, 0.29, 0.12]"
"Ühe arutlusel olnud võimalusena saaks eesti keele maja teenuse välja arendada Integratsiooni ja Migratsiooni Sihtasutuse Meie Inimesed (MISA) abil, kuna Narvas on juba praegu MISA nõustamiskeskus.",2,2,"[0.01, 0.09, 0.9]"
"Sel nädalal jõudis Euroopa Liidu rändekava alusel Itaaliast Eestisse neli Eritreast pärit naist, tegemist on esimese korraga, kus Eestisse paigutatakse ümber Eritreast pärit kvoodipagulasi.",1,1,"[0.02, 0.67, 0.31]"
"Kuid jällegi, ilmselt on selles süüdi ka õpikute kiire vananemine, ei räägita sõnagi sellest, et migratsioonimasside meeletu surve all on heaoluriikide ümberjaotatavad sotsiaalabi eelarved kokku kuivamas ja niigi kõrge maksukoormusega riikides nagu Rootsi, Taani või Norra ei suuda töötajad enam nii suurt hulka inimesi üleval pidada.",0,0,"[0.91, 0.07, 0.02]"
"Sõltuvalt riigist ja migrandi staatusest, võib neil olla kas ligipääs kõigile tervishoiuteenustele või üldse mitte, märkis WHO.Euroopas on 15 riigis, nende seas Austria, Türgi ja Ühendkuningriik, asüülitaotlejatel kohalikega võrdväärne ligipääs tervishoiule.",1,1,"[0.04, 0.81, 0.14]"
"EL-i keerulised suhted Ungari, Poola ja Tšehhiga süvenesid veelgi möödunud neljapäeval, kui Brüssel teatas, et kaebab riigid põgenikekvootidest keeldumise tõttu Euroopa Kohtusse.„Tõsiste kriiside puhul ei saa olla kõrvalehiilijaid,“ kommenteeris otsust Euroopa Komisjoni asepresident Frans Timmermans.",1,1,"[0.11, 0.73, 0.16]"
"„Põlisrahvas asendatakse neegritega,” on DW väitel öelnud EKRE esimees.",0,0,"[0.91, 0.06, 0.03]"
"„30 inimese aitamine ei ole migratsioonipumba avamine,“ ütles ta nüüd.",1,1,"[0.21, 0.62, 0.17]"
"„Vahetame igapäevaselt rändepildi kohta infot naaberriikide ja rahvusvaheliste partneritega, et olla muutusteks vajadusel valmis.",1,2,"[0.02, 0.3, 0.68]"
"Elamislube anti välja 6711.„Välismaalaste seadusega on kehtestatud ligi paarkümmend erandit, kes ametliku sisserände piirmäära alla ei kuulu, näiteks EL-i kodanikud, Eesti kodaniku või Eestis elamisloa alusel elava isiku pereliikmed, samuti üliõpilased ja õppejõud.",1,1,"[0.02, 0.71, 0.27]"
"Pigem läheks vastupidi, nooremad tõttaks multikultiriiki, kus Hiina rahadega loodaks näiline jõukus (kuni migrandimassid selle ära söövad).",0,0,"[0.95, 0.04, 0.02]"
Tulistamise mõistis hukka ka Kanada peaminister Trudeau ning nimetas seda terroriaktiks moslemite vastu.,2,0,"[0.45, 0.4, 0.16]"
"Välismaalaste suuresti kontrollimatu saabumine on pigem sarnane massiimmigratsiooniga, mis mõjub hukatuslikult eesti keelele ja kultuurile ning omariiklusele, see aga Tuule mesimagusa elu konteksti ilmselt ei mahu.",0,0,"[0.95, 0.04, 0.01]"
Kindlasti ei aita see kaasa ühiskonnas sallivuse ja solidaarsuse kasvatamisele nagu ka Euroopa Komisjoni ettepanek kehtestada 250 000 eurone pagulase solidaarsustrahv.,1,0,"[0.71, 0.19, 0.1]"
"Bideni administratsioon tahab seega, et Lääs tooks ise terrorismi oma koju, kus see paljuneks edukalt nii no-go-tsoonides kui ka vasakliberaalide nn islamoobiavastase võitluse sildi all ning muudaks pommiplahvatused uueks normaalsuseks.",0,0,"[0.94, 0.04, 0.02]"
"“See on lihtsalt tipptasemel skandaal.”Ainuüksi 2021. aasta esimese kahe kuuga esitas Saksamaa föderaalsele sisserände- ja pagulasametile varjupaigadokumendid üle 2100 välismaalasest, kellel oli pagulasseisund, kirjutas riigi peavoolumeedia.",1,1,"[0.05, 0.85, 0.11]"
Samuti ei piira kvoodi täitumine pereliikme juurde Eestisse tulijate elamisloa taotlemist.,1,1,"[0.02, 0.61, 0.37]"
Sisserände piirarvu alt on välja arvatud nii info- ja kommunikatsioonitehnoloogia erialal töötajad kui iduettevõttes töötavad ja iduettevõtlusega tegelevad välismaalased.,2,1,"[0.02, 0.77, 0.21]"
"„Aga kui ränne lähtub üksnes tööandja soovidest, on vaja ka madalapalgalisi töötajaid lihttöödele.",1,1,"[0.05, 0.61, 0.33]"
"Soomes käib mitukümmend tuhat noort ja tublit inimest tegemas tööd, mida nad võiksid teha Eestis ja märksa kvaliteetsemalt kui näljapalgal ja närustes tingimustes elavad ukrainlased, usbekid ja valgevenelased.",0,2,"[0.04, 0.16, 0.81]"
"Pagulaste traagiline saatus ja teekond Euroopasse on kõikjal maailmas uudis number 1, sellest hoolimata oleme avastanud, et vihakõnelejad ja provokaatorid segavad arukat debatti, mitte ei püüa leida lahendusi.",2,0,"[0.87, 0.1, 0.04]"
"19. septembril humanitaarkonvoile korraldatud rünnak tappis mäletatavasti 18 humanitaarabi töötajat, sealhulgas süürlastest autojuhid.",1,1,"[0.16, 0.78, 0.06]"
"Sotsiaalministeeriumi asekantsler Rait Kuuse lükkas ümber Tallinna abilinnapea Mihhail Kõlvarti kaebuse, et Tallinna ei teavitatud linna elama asunud pagulastest.",1,1,"[0.1, 0.78, 0.12]"
"Kuigi juba ammu on selge, et tegu pole sõjapõgenikega, vaid kogu Aafrika mandrilt pärit illegaalse rändega, jätkavad Itaalia merevägi ja muud abiorganisatsioonilt innukalt paadimigrantide korjet Liibüa ranniku lähedalt ja nende transportimist Euroopasse, kus algatatakse aina uued ja uued asüülimenetlused ja ümberjagamised teistesse Euroopa riikidesse.",1,1,"[0.16, 0.72, 0.13]"
Balti riikidest on ainult Leedu võtnud ühe pagulasperekonna ja pääsenud seega punasest joonest ülespoole.,1,1,"[0.09, 0.64, 0.27]"
Kirjas kutsuti teadete kohaselt kõiki riike saatma Põhja-Korea võõrtöölised koju.,0,2,"[0.05, 0.33, 0.62]"
Mõned Lähis-Ida põgenikud on hakanud Skandinaaviasse saamiseks liikuma läbi Venemaa.,1,1,"[0.05, 0.9, 0.04]"
"Kui Süürias pole sõda lõppenud, on tal õigus Eestis pagulasena edasi elada ning siin toetusi saada.",2,2,"[0.02, 0.22, 0.76]"
"Juba ootab Vahemerel kokku kümme migrandipäästelaeva Itaalia sadamatesse pääsemist, kuna vasaktsentristlik Demokraatlik Partei (PD) võib avada kõik Itaalia sadamad taas kolmandale maailmale.",1,0,"[0.58, 0.36, 0.06]"
"Tänasel Võidupüha paraadil Hiiumaal pidas president Toomas Hendrik Ilves kõne, mis puudutas praegusel ajal enim erimeelsusi tekitavaid teemasid: sõjapõgenikke ja julgeolekut.",1,1,"[0.04, 0.6, 0.36]"
"Aga nii nagu iga kord, võime ka nüüd kindlad olla, et seda juttu aetakse vaid rahva uinutamiseks,“ ütleb Helme.„Tegusid ei saagi järgneda, sest keeldutakse otsa vaatamast tõsiasjale, et võikate veretegude juured on islamiriikidest lähtuvas massimmigratsioonis.",0,0,"[0.92, 0.06, 0.02]"
"„Tõkestamaks liikmesriikide vahelist ebaseaduslikku läbirännet ning kiirendada tagasisaatmise protsessi, on Eesti teinud ettepaneku kanda lahkumisettekirjutuse andmed Schengeni infosüsteemi.",1,1,"[0.03, 0.58, 0.38]"
Viimaste kuude jooksul on väidetavalt poolsaarele ja eriti Rooma piirkonda imbunud sadu islamivõitlejaid.,1,1,"[0.11, 0.86, 0.04]"
"Mõne päeva eest teatasid parempoolsed opositsioonierakonnad, et soovivad rakendada mitmeid meetmeid, mis karmistaksid riigi senist väga avatud asüülipoliitikat.",0,1,"[0.36, 0.55, 0.09]"
"Eelnõuga nähakse ette, et halduskohus võib anda loa välismaalase kinnipidamiseks kuni seitsmeks päevaks, kui massilisest sisserändest põhjustatud olukorras ei ole 48 tunni jooksul võimalik teha välismaalase suhtes kõiki vajalikke menetlustoiminguid, et kohus saaks hinnata välismaalase põgenemise riski.",1,1,"[0.05, 0.74, 0.21]"
"Visegrádi riikide juhid kinnitasid teisipäeval, et on vastu Euroopa Liidu põgenike ümberjagamiskavale ning protestisid ettepaneku vastu siduda põgenike vastuvõtmine EL-i rahastusega.",0,0,"[0.57, 0.31, 0.11]"
"Üldine taust uudistes on see, et rändekriis on vaibumas, kuid rõhutakse ohule, et see võib taas kasvama hakata ja katastroofiks muutuda, eriti kui Türgi alustab sõda Põhja-Süürias.",1,1,"[0.43, 0.51, 0.05]"
"Intervjuus Minski presidendilossis ütles ta, vastates küsimusele, et kas Valgevene jõud aitasid migrante üle Poola piiri: ""Ma arvan, et see on täiesti võimalik.",1,1,"[0.06, 0.79, 0.15]"
"Valimiskampaaniates ei tohiks edaspidi migratsiooniteemat üles võtta.“Edendame sõltumatut, objektiivset ja kvaliteetset meediaväljaannete teavitamist, sealhulgas internetipõhist teavet, tundlikustades ja harides meediaspetsialiste rändega seotud küsimustes ja terminoloogias, investeerides eetilistesse teavitamisstandarditesse ja reklaami ning lõpetades riigi rahastuse või olulise toetuse eraldamise meediaväljaannetele, mis korrapäraselt edendavad migrantide vastu suunatud sallimatust, ksenofoobiat, rassismi ja muid diskrimineerimise vorme, austades täielikult meediavabadust,” – üheaegselt nii pöidlakruvid kui ka meediavabadus!Ja lõpetuseks kohustustest: “Pühendume sellele, et täita globaalses ränderaamistikus sätestatud eesmärke ja kohutusi kooskõlas oma visiooni ja juhtpõhimõtetega, tegutsedes tulemuslikult kõigil tasanditel, et soodustada igas etapis ohutut, korrakohast ja seaduslikku rännet.",2,2,"[0.02, 0.07, 0.91]"
"Kahtlemata on Euroopa Liidus kauniski kõrgele positsioonile jõudnud immigrante, näiteks pakistanlasest Londoni linnapea Sadiq Khan, kuid temagi jõudis sinna vaid tänu leiboristide multikultiideoloogiale.",0,0,"[0.86, 0.11, 0.03]"
"Paljud kaebavad ukrainlaste peale, et nad tulevad ja võtavad kohalikelt töö ära.",0,0,"[0.77, 0.17, 0.06]"
"Türgi ja USA loodav „turvatsoon“ Süürias on Ankara katse takistada kurde nende oma territooriumi moodustamisel, ütles Türgi kurdimeelse erakonna HDP esimees Selahattin Demirtaş, kelle sõnul on Türgi operatsioon Islamiriigi vastu kattevari rünnakuks Kurdistani tööpartei (PKK) vastu.",0,1,"[0.32, 0.58, 0.09]"
Uute sõnadega rootsi keeles esitatud versioonis „Lyckolandet“ („Õnnemaa“) esitas Strömstedt rassismivastaseid seisukohti ja nimetas mitmeid sisserändevastaseid.,2,0,"[0.58, 0.34, 0.08]"
"„Esmaspäeval langetas Soome poliitilise otsuse, et tööränne ilma kohustusliku karantiinireeglita on võimalik 14. maist.",2,1,"[0.04, 0.55, 0.41]"
"Ent edasine jutt kaldus siseministeeriumi esitatud kavadele võtta lõpuks kontrolli alla võõrtööjõu massiline sissetoomine, mis suurel määral kahjustab mitte ainult Eesti ettevõtluse mainet, vaid ka otseselt meie riigi majandust.",0,0,"[0.73, 0.23, 0.04]"
Erakond tahab toetada ka varjupaigataotlejate majutamist soomlaste kodudes.,1,2,"[0.02, 0.08, 0.9]"
"Muude meetmetena pakkus Hollande välja 5000 uue politseiposti loomise järgmise kahe aasta jooksul ning uute kärbete ärajätmise riigikaitse-eelarves; topeltkodakondsusega isikutelt Prantsuse kodakondsuse äravõtmise lihtsustamise, kui nad on toime pannud terrorismikuriteo ja kui see ei jäta neid kodakondsuseta isikuiks; riiklikule julgeolekule eriti suurt ohtu kujutavate välismaalaste väljasaatmise kiirendamise ning Euroopa suurema koostöö relvakaubanduse vastu ja rangemad karistused selle eest Prantsusmaal.",0,0,"[0.48, 0.31, 0.21]"
"Sipilä sõnul on tsentristlik valitsus omal initsiatiivil valmis tõstma kvoodipagulaste arvu, kui suudetaks jõuda mitte ainult Soomet, vaid kogu Euroopa Liitu hõlmava lahenduseni, vahendab uudisteagentuur STT.",2,1,"[0.32, 0.36, 0.32]"
"Helsingi ei tohi ühineda väikeste, kuid lärmakate vähemuste askeldamisega, mis püüavad edendada multikulti või tarbetuid sooideoloogiaid.",0,0,"[0.94, 0.04, 0.02]"
"Kuna sellise passi omanikul on õigus kuni 90 päevaks viisavabalt euroliitu reisida, on need populaarsed välismaalaste seas, kellele on kehtestatud reisipiirangud.",2,1,"[0.04, 0.61, 0.35]"
"Ja muidugi vihastab tavalist eesti keelt emakeeleks pidavat inimest kõige rohkem see, kui Kaljulaid jagab eestlase staatust igaühele – tulge, võtke, piisab sellest, kui pursite paar sõna, ja teist saab venekeelne või mustanahaline eestlane!",0,0,"[0.93, 0.04, 0.03]"
"90-kohalises parlamendis 45 poolt- ja nelja vastuhäälega vastu võetud uus seadus lihtsustab nn turvalistest riikidest saabunud migrantide asüülitaotluste tagasilükkamise protseduuri, lühendab apellatsiooni esitamise aega ning vähendab finantsabi põgenikele ja perekondadele taasühinemise korral, vahendab ERRi uudisteportaal uudisteagentuuri Reuters.",1,1,"[0.07, 0.61, 0.32]"
"Ma ei usu, et Euroopas on kedagi, kes oleks osanud aasta alguses öelda, et migrante tuleb just nii palju.",1,1,"[0.13, 0.74, 0.13]"
"Pealegi toovad internetihiiud välismaalt sisse arvutiinsenere ja programmeerijaid ning Bezos isiklikult annetas läinud aastal 33 miljonit dollarit illegaalselt Ameerikas elavate noorte immigrantide (nn Dreamer’ite, keda Trump tahaks meelsamini üldse riigist välja saata) haridustee finantseerimiseks.",2,2,"[0.29, 0.23, 0.48]"
"Ent asüülitaotlejatel pole sealt positiivset vastust oodata: 2016. aastal esitati Jaapanis 11 000 asüülitaotlust, neist rahuldati ainult 28. .",0,1,"[0.06, 0.86, 0.08]"
"Kuna Euroopa Parlamendi väliskomisjonis oli üheks teemaks olukord Lõuna-Aafrikas ja praktiliselt kõik peale minu tundsid muret kliimaneutraalsuse, haridussüsteemi või suure töötusmäära üle, siis ma ainsana tõstatasin küsimuse süstemaatilisest rassismist ja vägivallast Lõuna-Aafrika vähemuse ehk valgete vastu.”Euroopa välisteenistuse Aafrika büroo direktor Rita Laranjinha vastab selle peale, et musti tapetavat ka.",1,0,"[0.56, 0.36, 0.08]"
"Ohu reaalsust näitab see hetk lähiminevikust, kui 2016. aasta talvel tekkis rändekriis ka Vene-Soome ja Vene-Norra piiril, kuhu saabus läbi Venemaa järsku tuhandeid Kolmanda maailma põgenikke.",1,1,"[0.23, 0.73, 0.04]"
"Kui võtta näiteks Afganistanis toimuv, siis on eglitite mõttemaailmas toimuv umbes selline – “Biden hea, Taliban paha, afgaani naised ohus, “Welcome, refugees!”” Sellised ajakirjanikud ei hakka kunagi uurima seost Bideni algatatud USA kiire lahkumise, Talibani ja Hiina sama kiiresti paika läinud koostöö, Afganistani liitiumivarude ja Hunter Bideni majandushuvide vahel Hiinas.",0,0,"[0.73, 0.21, 0.06]"
"Ta lisas pahaendeliselt, et kui Euroopa ei hakka põgenikekoormat õiglasemalt jagama, võib osutuda vajalikuks Schengeni viisaruumi sisepiirid taas kinni panna.",1,0,"[0.56, 0.37, 0.08]"
"Peaminister rõhutas, et valitsus ei soovi põgenike ümberjagamiseks alalist mehhanismi.",1,1,"[0.22, 0.59, 0.19]"
"Paljud “üledemokratiseerunud” heaoluühiskonnad nagu Norra, Taani ja Rootsi ei mõista adekvaatselt ohtu, mida kätkeb ennast sõjakoledustes “karastunud” islamistide naasmine neisse riikidesse.",0,0,"[0.93, 0.06, 0.01]"
"Olulisemaks faktoriks, miks on Eesti vägede kohalolek Malis vajalik, on asjaolu, et Mali on illegaalse migratsiooni nii lähteriik kui ka transiidiriik Euroopasse.",2,1,"[0.19, 0.72, 0.09]"
"""Meil on pikaajalised elamisload.",1,1,"[0.02, 0.59, 0.39]"
"Afgaani põgenike elu ei tule Euroopas kerge, sest juba praeguseidki migrante pole suudetud ära mahutada – see tähendab, et ka uute tulijate saatuseks saab kasinalt elada, mitte aga jõuka Lääne kiiresti kahanevaid võlusid nautida.",1,0,"[0.9, 0.08, 0.02]"
"Vahemeres uppusid taas migrandid – vasakliberaalid sooviksid kindlasti seda seostada vajadusega neid päästa, kuid normaalsed inimesed peaksid tegema kõik, et ülerahvastatud alused üldse lõunakaldalt ohtlikule teekonnale ei läheks.",0,0,"[0.9, 0.07, 0.03]"
"Pärast seda, kui see riik võttis immigratsioonivastase kursi ja lõpetas piiritaradega igasuguse riiki läbiva või sinna peatuma jääva rände, on ta Euroopa Liidu suunalt räigete rünnakute alla langenud, saavutamaks riigi avamist migrantidele.",1,0,"[0.91, 0.07, 0.02]"
"Ainuüksi 2018. aastal saabus Eestisse enam kui 20 000 võõrtöölist, lisaks sajad kolmandast maailmast pärit õppeviisa ärakasutajad, kes kasutavad seda sisserännuks, lisaks EL kodanikud, pagulased, illegaalid jne.",1,1,"[0.32, 0.63, 0.05]"
"ERR vahendab nimelt, et praegune valitsuskoalitsioon pole vastu ajutise välistööjõu kaasamisele.",1,1,"[0.22, 0.61, 0.16]"
"Ifopi küsitlusest selgus, et ainult 29 protsenti prantslastest leiab, et nende riigil on “majanduslikke ja finantsvõimalusi migrantide vastuvõtmiseks” ning 27 protsendi arvates stimuleeriks migrantide saabumine majandust.",1,2,"[0.04, 0.46, 0.49]"
"Viimase kolme nädalaga sisenes Soome Lapimaa idaosas asuvate piiripunktide kaudu 316 asüülitaotlejat, kirjutas Yle.",1,1,"[0.04, 0.93, 0.04]"
"Euroopas ei austata vanemaid, tugeva perekonna mõistet enam pole, ühiskond vananeb, mehed on feminiseeritud ja naised iseteadlikud, rahvas rassismisüüdistuste hirmus passiivne, mingeid väärtusi pole, kõik on suhteline ja pjedestaalile on seatud arutu vabadus ning inimese ego, mille teenimisele on allutatud kõik muu.",0,0,"[0.95, 0.03, 0.02]"
Seega on Reformierakonna ja Urmas Kruuse taasalgatatud Ukraina võõrtööliste sissevedu taas üks samm Eesti venestamiseks.,0,0,"[0.95, 0.03, 0.02]"
"Norra teatas eelmisel nädalal, et hakkab ilma varjupaigataotlusi menetlemata saatma Venemaale tagasi neid varjupaigataotlejaid, kellel on Venemaa elamisload.",1,1,"[0.03, 0.52, 0.45]"
"Brüsselis on taas probleemid tänaval vandaalitsevate noortekampadega, kellest enamik on sisserändaja taustaga.",0,1,"[0.37, 0.59, 0.04]"
"Somaallastele järgnevad iraaklased ja türklased.„Andmed näitavad selgelt, et kriminaalsed immigrandid on toonud kaasa suure probleemi, mida meie ühiskonnas olema ei peaks,“ ütles justiitsminister Taani valitsuse migratsioonipoliitikat selgitades.",0,0,"[0.76, 0.21, 0.03]"
"La Manche´i väinas peeti kinni alused, mille pardal oli 71 ebaseaduslikku sisserändajat, teatasid neljapäeval Prantsusmaa ja Suurbritannia võimuesindajad.",1,1,"[0.05, 0.89, 0.05]"
Nende inimeste integratsioon on ebaõnnestunud ja FVD arvates oleks siin suurepäraseks vahendiks tagasimigratsioon.,0,0,"[0.46, 0.46, 0.08]"
"Ka ei saa tema kinnitusel neid linnaosi kuidagi getoks pidada, kus moslemikogukond valdavalt elab, kuna need asuvad kesklinnas ja päevasel ajal on need Brüsseli tavalised linnaosad nagu kõik teisedki, vahendab ERRi uudisteportaal.",2,1,"[0.28, 0.6, 0.12]"
"Euroopa Liidu kõrgeim kohus otsustas läinud nädalal, et asüülitaotlejate hoidmine Ungari transiiditsoonides on võrdväärne kinnipidamisega, mida on lubatud teha maksimaalselt neli nädalat.",1,1,"[0.04, 0.83, 0.13]"
"Kuid protestid jäid hüüdjaks hääleks kõrbes, sest rassilise võrdsuse ratas oli juba hooga veerema lükatud.",1,0,"[0.45, 0.35, 0.21]"
"Aastal 2020 lisas ta, et Ungari võimud tabasid piiril ligi 31 000 illegaali, mis on kaks korda suurem arv, kui 2019. aastal.",1,1,"[0.04, 0.92, 0.04]"
"Sel suvel kirjutasid paljud Eesti väljaanded sellest, et Eestis on puudus tarkvaraarendajatest ja programmeerijatest, ning väga sageli oli selle taga soov leevendada sisserändepiiranguid.",2,1,"[0.13, 0.7, 0.16]"
"Vahemere paadipõgenike ümber toimuv jätab üha enam mulje, et rändekriis hakkab kõigile närvidele käima, välja arvatud inimõiguslased ja teised sallivuslased, kes ei muutu kunagi.",0,0,"[0.9, 0.07, 0.02]"
Pealegi kardetakse sellistes kohtades praegu juba rassismisüüdistusi!,0,1,"[0.35, 0.57, 0.08]"
"Viimase aja ukrainlaste sissevool võib vallandada vaidlused, mida Poola poliitikud on seni vältinud.",1,1,"[0.42, 0.52, 0.06]"
Kahjuks pole paljud seda veel endale teadvustanud ja jätkavad kristluse halvustamist tehes nii kergemaks islami pealetungi.,0,0,"[0.93, 0.05, 0.02]"
"Ungari valitsus sulges need laagrid vahetult pärast kohtu otsust, kuid Kovácsi sõnul peab EL oma välispiiride kaitsmiseks rajama “välispunktid” asüülitaotluste menetlemiseks.",1,1,"[0.09, 0.76, 0.15]"
"Leedu seimi riikliku julgoleku ja riigikaitse komitee esimees Laurynas Kasčiūnas ütles, et eriolukorra kehtestamist võidakse kaaluda migratsioonikriisi kontrolli alla võtmiseks.",1,1,"[0.03, 0.68, 0.29]"
"Eriline on mõistagi rassismi mõiste järjekordne devalveerimine, kus usuvastasust defineeritakse rassismina.",0,0,"[0.89, 0.07, 0.03]"
Mida kohustub tegema rändaja (kuna keskne termine on ränne)?,1,1,"[0.04, 0.83, 0.14]"
Kas nad pooldavad pagulaste eemalhoidmiseks Eesti ümber tara ehitamist?,1,0,"[0.85, 0.11, 0.05]"
Mõistame olukorda nii illegaalsete sisserändajate kui piirivalvurite vaatenurgast.,1,2,"[0.03, 0.44, 0.53]"
"(Allikad: Youtube, Svenska morgonbladet, kansalainen.fi)Rootsi multikultuurne ühiskond – hirmul ja ükskõikne, kui migrandid ahistavad rootslannat (Allikas: Samhällsnytt).Rootsi vallad on hädas – liiga palju vastu võetud migrante on põhjustanud kohalike maksude tõstmise vajaduse (Breitbart).Avalik saladus, mida asjaosalised üritavad eitada: Rootsi heaoluriik on sügavas kriisis, autor Nima Gholam Ali Pour on Rootsi Malmö valla Rootsi Demokraatide poliitiline nõunik.",0,0,"[0.81, 0.16, 0.03]"
Hooajatöölistele pakutakse reeglina kohapeal ka majutust ja töötasu makstakse tunni- või tulemuste põhiselt.,1,2,"[0.02, 0.15, 0.83]"
"Afgaanid ja abiorganisatsioonid on teatanud, et inimestel on raske pääseda läbi Talibani kontrollpunktidest lennujaama juures, vahendab Associated Press.",1,1,"[0.09, 0.86, 0.05]"
Sisserändajate õiguste kaitsjate sõnul pole uues kohas ka piisavalt ruumi.,1,1,"[0.11, 0.78, 0.11]"
"""Tegelikult tuleb meil reaalselt kehtestada kontroll Euroopa välispiiridel ja illegaalsed sisserändajad välja saata, kuid selleni ei ole jõutud ning seepärast oleme jõudnud punkti, kus valikud on piiratud,"" lisas ta.",0,0,"[0.68, 0.25, 0.07]"
"Trump ja Cruz olid häälekalt hinnanguliselt 11 miljoni illegaalse immigrandi väljasaatmise poolt, samas kui Kasich ja Bush nimetasid seda ebapraktiliseks.",1,0,"[0.76, 0.17, 0.06]"
"Uute Uudiste kaasautor Mart Ummelas nendib, et massrände oht jääb väikese arvukusega eestlasi ja meie kodumaad alati kummitama, nig olematusesse kadumise vältimiseks tuleb seda lihtsalt tõrjuda.“Eesti rahva suurim mure on seotud võimaliku rändekriisi vallandumisega.",0,1,"[0.38, 0.53, 0.09]"
Bangladesh kirjutas Myanmariga alla kokkuleppele sadade tuhandete viimase aja sõjaväe repressioonide eest põgenenud rohingja moslemite tagasivõtmiseks.,2,1,"[0.09, 0.65, 0.26]"
"Valgevenest võib hakata Leetu saabuma kuni 300 ebaseaduslikku migranti nädalas, teatas Leedu seimi riikliku julgeoleku ja riigikaitse komisjoni esimees Laurynas Kasčiūnas, vahendab LRT.",1,1,"[0.06, 0.88, 0.06]"
"Ansip rõhutas, et võitlust terrorismiga ei saa taandada ainult tõhusamale piirikontrollile, vaid see on kompleksem küsimus ja tegeleda tuleb kõigi aspektidega.",1,2,"[0.03, 0.27, 0.7]"
"Trumpi meeskond, eesotsas justiitsminister Jeff Sessionsiga on juba praegu tegelenud hoolega illegaalse immigratsiooni piiramisega.",1,2,"[0.21, 0.34, 0.45]"
"Praegu on see poliitika igati ajale jalgu jäänud, sest Euroopa suurriigid on näidanud oma sõjalist allakäimist ja uskumatult rumala migratsioonipoliitikaga on nad asunud sisuliselt Euroopat islamiseerima.",0,0,"[0.95, 0.03, 0.01]"
Ikka jutlustatakse meile sellest kui vajalikud on meile immigrantidest võõrtöölised.,0,0,"[0.72, 0.11, 0.17]"
