sentence,stanceConsolidated,stanceNotConsolidated,coderConsolidated,coderNotConsolidated,publishDate,title,publisherGroup,publisher,category,keywordGroups,keywords,author
"Treimanni mööblisalongi omaniku Liina Treimanni sõnul on neil väga hea meel nelja tegutsemisaasta järel liikuda edasi: „Tunduvalt suurem salong annab võimaluse tuua turule nii uusi ja inspireerivaid sisustusbrände kui ka täiendada oluliselt olemasolevate partnerite kaubavalikut füüsilises keskkonnas.""",MH,MH,N,N,28.04.2021 11:35,Porto Franco õitseb: kinnisvaraarendus sai uue suurrentniku,EkspressGrupp,Ärileht,,['ränne'],['rände'],Maria Kottsova
"Hollandi eksvälisminister Timmermans väitis, et enamus immigrante, kes soovivad hetkel Euroopasse pääseda, ei ole majanduspõgenikud, vaid pigem inimesed, kes põgenevad konfliktide ja sõja eest.",3,3,N,N,04.02.2015 15:28,"Timmermans ja Ilves: immigrantidega peavad tegelema kõik Euroopa riigid, mitte ainult Kreeka ja Itaalia",EkspressGrupp,Delfi,,"['ränne', 'pagulased']","['migra', 'põgenik']",
"Moslemitel on kombeks asuda elama teatud piirkondadesse, moodustades nii väga suuri kogukondi.2011.",3,3,N,N,06.01.2020 11:34,Suurbritannias hakkab poolkuu võimust võtma – islamiseerumine on täies hoos,UuedUudised,UuedUudised,Maailm,['rahvus'],['moslem'],
"Euroopa piiri- ja rannikuvalve ameti Frontexi juht Fabrice Leggeri tõdeb, et praegune prioriteet on tagasilükatud varjupaigataotluse esitajate koju tagasi saatmine.",MH,MH,N,N,02.10.2017 21:05,Frontexi juht: ühise rändepoliitikata võib piiridel uuesti kriis tekkida,EkspressGrupp,Eesti Päevaleht,,['pagulased'],['varjupaigataotl'],
"Saksamaale tuleb aastast umbes 300 000 hooajatöölist peamiselt Poolast ja Rumeeniast, et aidata koristada spargli- ja maasikasaaki.",MH,MH,N,N,25.03.2020 16:37,Üleüldine mure: ka Saksamaa ei luba pandeemia ajal riiki hooajalisi põllutöölisi,UuedUudised,UuedUudised,Maailm,['välistööjõud'],['hooajatöö'],
"Need arvud annavad aimu, miks on eestlaste ja mitte-eestlaste stressipõhjused praegu nii erinevad.",MH,MH,N,N,05.03.2021 00:05,Eesti venelastel on süsteemse ebavõrdsuse tõttu suurem koroonaoht,EkspressGrupp,Eesti Päevaleht,,['mittekodanikud'],['mitte-eestla'],Anette Parksepp; Roman Starapopov
Kas „riigipiiride kinnipanek” tähendab koroonapiiranguid või illegaalse immigratsiooni vastaseid meetmeid?,MH,MH,N,N,27.10.2020 09:24,Ats Miller: kui kauaaegne liige hakkab segast panema,UuedUudised,UuedUudised,Arvamus,"['ränne', 'pagulased']","['migra', 'illegaal']",
"Möödunud aastate jooksul on seal tekkinud üha enam smugeldajaid, kes aitavad migrantidel pettusega lennuki peale saada.",MH,MH,N,N,22.09.2019 15:44,Illegaalide Euroopasse smugeldamiseks kasutatakse üha enam lennuliiklust,UuedUudised,UuedUudised,Maailm,['ränne'],['migra'],
"Iga välismaalane, kes tahab ennast Eestiga siduda, peaks ikkagi alustama kohalike seaduste austamisega.",3,3,N,N,31.07.2018 06:22,Uus reljeef Tallinna ühistranspordis — välismaalaste pikad jänesekõrvad,UuedUudised,UuedUudised,Arvamus,['välistööjõud'],['välismaala'],
"Järsk pagulaste juurdevool on ka kinnivaraturule mõju avaldanud, mistõttu peavad sõjapõgenikud ka uberike eest kõrget hinda maksma.",3,3,N,N,15.06.2016 21:10,Istanbuli keldrikorrus. Suurlinn peidab endas Tallinna jagu Süüria pagulasi,EkspressGrupp,Eesti Päevaleht,,['pagulased'],"['pagula', 'põgenik']",
"Isegi Euroopa islamiseerumine ja islamiterrorism olevat asi, millega peab harjuma.",MH,MH,N,N,29.03.2017 07:41,Henn Põlluaas: sotsid – rahvusriikluse lammutajad,UuedUudised,UuedUudised,Eesti,['rahvus'],['islam'],
"(tõlkes: „Välja, välja Soomest!“).“„Soome tulnud pagulaste arv on väga väike nii absoluutsetes kui suhtarvudes,“ möönab ­roheliste parlamendiliige Hassi Satu Eks­pressi küsimustele vastates.",MH,MH,N,N,23.02.2017 08:04,REPORTAAˇ: Pagulastega Helsingi tänavatel,EkspressGrupp,Eesti Ekspress,,['pagulased'],['pagula'],
Tsahkna kohtus Kreeka siseministri ja sotsiaalministriga ning ÜRO pagulaste ülemvolinikuga.,MH,MH,N,N,10.11.2015 14:56,"Tsahkna: piirikontrollist pole Kreekas juttugi, põgenikud saadetakse võimalikult sujuvalt läbi riigi Euroopa poole",EkspressGrupp,Delfi,,['pagulased'],['pagula'],
"Joe Bideni toetus mustanahaliste hulgas langes tunduvalt alla 90%, ja see on määr, mille korral demokraadist kandidaat tavaliselt valimised kaotab.",MH,MH,N,N,30.11.2020 10:26,"USA seekordsetel valimistel on liiga palju anomaaliaid, et neid õigeteks pidada",UuedUudised,UuedUudised,Maailm,['rass'],['mustanahali'],
"Paraku on tänapäeval islamimaailma üks arvestatav osa muutunud sallimatuks ja radikaalseks, ning nn Islamiriik (IS või ISIS) on vaid üks näide.",2,2,N,N,26.11.2015 10:24,Vladimir Sazonov: Islamiäärmuslus kui XXI sajandi katk,EkspressGrupp,Maaleht,,['rahvus'],['islam'],
"""Kui härrad ei anna töölisnoortele võimalust end koondada legaalselt, siis tuleb seda teha illegaalselt,"" sütitas Kreuks.",MH,MH,N,N,09.05.2019 11:32,"EKSPRESSI ARHIIVIST | 100aastane Olga Lauristin: ""Minu ideaal on kommunismus""",EkspressGrupp,Eesti Ekspress,,['pagulased'],['illegaal'],
"Rassistlikuks nimetab Azealia ka Rootsi ajalehti, kes tema mõtteavaldusi kajastasid.",MH,MH,N,N,01.09.2019 15:24,Rassistlik räppar näeks hea meelega Rootsi segipommitamist,UuedUudised,UuedUudised,Maailm,['rass'],['([\\W ]|^)rass'],
"Vasakliberaalid üritasid “rassismivastaste” mässude ajal ka importida ka Eestisse “Black Liver Matteri” ideesid, väites, et eestlased on valged ja seega vastutavad orjakaubanduse eest – Tallinna Ülikooli doktorandi Andre Kruusmaa sõnad nullivad selle võimaluse suuresti ära.",MH,MH,N,N,23.08.2021 12:24,Teadlane võtab “vihastelt valgetelt vasakliberaalidelt” orjuse osas relvad,UuedUudised,UuedUudised,Arvamus,['rass'],['([\\W ]|^)rass'],
"See aga tähendab, et immigrandid on kaasa toonud oma kodumaa vastuolud – nii toimus hiljuti üks tulistamine India mitmekultuurilise diasporaa raames.",2,2,N,N,23.07.2018 06:38,kas päästikule vajutab üks inimene või kogu ühiskond?,UuedUudised,UuedUudised,Arvamus,['ränne'],['migra'],
Trumpi korralduse järgi tuleb põgenike vastuvõtmise jätkamise korral anda prioriteet tagakiusatud religioossele vähemusele.,3,3,N,N,08.02.2017 22:05,Peter Singer: Trumpi esimesed ohvrid,EkspressGrupp,Eesti Päevaleht,,['pagulased'],['põgenik'],
Advokaadi ülesandeks on teadupärast õiglase kohtupidamise tagamine ning õigus heal tasemel kaitsele peab olema tagatud ka riigis viibivatele välismaalastele.,MH,MH,N,N,30.09.2020 18:08,Tutvustame oma uusi partnereid,EkspressGrupp,Eesti Ekspress,,['välistööjõud'],['välismaala'],
"Sest Soome pealinn on migrantidest üle ujutatud, neile pole enam elamispinda pakkuda, ja kuna see kool õpetab välja Kolmandast maailmast tulevaid teenindajaid, siis soovisid põhjanaabrid ilmselt kooli siia tuues leida võimalus kanda migrandid üle lahe Tallinnasse.",MH,MH,N,N,15.01.2020 14:41,Välistudengite küsimust saab vaadata põhirõhuga nii majandusel kui migratsioonil,UuedUudised,UuedUudised,Arvamus,['ränne'],['migra'],
"Seda on vaja kõigil, kes ei saa Vene passi: välismaalastel, põgenikel, kodakondsuseta isikutel.",MH,MH,N,N,26.11.2015 04:47,Krimm on takerdunud järjekordadesse,EkspressGrupp,Eesti Päevaleht,,"['pagulased', 'välistööjõud']","['põgenik', 'välismaala']",
"Itaalia, mis on tavaliselt Põhja-Aafrikast Euroopasse suunduvate põgenike esimeseks sihtriigiks, on olnud raskustes koroonaviiruse puhangu ohjeldamisel.",MH,MH,N,N,31.03.2020 14:20,Vastutustundetu vabaühendus jätkab pandeemiast hoolimata inimkaubanduse õhutamist Vahemerel,UuedUudised,UuedUudised,Maailm,['pagulased'],['põgenik'],
Raiskava globalismi asemele tuleb ühiskonna peavoolu tagasi tuua lokaalne mõtlemine.,MH,MH,N,N,26.10.2018 13:37,Siim Pohlak: „Mu aadress ei ole Euroopa Liit“,UuedUudised,UuedUudised,Arvamus,['paremäärmus'],['globalism'],
"Migrantidel, kes ei paastunud, oli päevasel ajal võimalik süüa näkse ja külmi suupisteid.",MH,MH,N,N,22.11.2016 19:16,"Migrandid põletasid maha konverentsihalli, kuna neile ei pakutud piisavalt �okolaadi ja komme",UuedUudised,UuedUudised,Maailm,['ränne'],['migra'],
"Sarajevo suure enamiku moodustavad bosniakid, islamiusulised, kuid riik pole rõhutatult religioosne: enamik Sarajevo naisi liigub ringi ilma pearäti või burkata, käib baarides ja võtab napsu.",MH,MH,N,N,19.02.2020 00:25,Sarajevo seisab sõjahaavadest puretuna,EkspressGrupp,Eesti Ekspress,,['rahvus'],['islam'],Laura Mallene
"Mis aga puutub välistööjõudu, siis seal on tööandjatel endiselt põhikohal odavad töökäed, mitte tehnoloogiline areng – seega on valitsus süüdi vaid selles, et ei luba neil ukrainlase kahe käe otsas vegeteerida.",MH,MH,N,N,22.01.2020 07:38,Valitsust kritiseeriv reformar Arto Aas pole tööandjate hääletoruna tõsiseltvõetav,UuedUudised,UuedUudised,Arvamus,"['välistööjõud', 'rahvus']","['välistööjõu', 'ukrainla']",
"Asselborni sõnul ei sisalda otsus enam Euroopa Komisjoni nn võtit, mille alusel arvestatakse põgenike kvoodid liikmesriigiti, tuginedes jõukusele ja elanikkonna suurusele.",MH,MH,N,N,23.09.2015 21:30,Euroliidu hävitav enamus sundis peale vabatahtliku põgenike paigutamise,EkspressGrupp,Eesti Päevaleht,,['pagulased'],['põgenik'],
"Tallinna Ülikoolis õpetab siinseid tudengeid päris palju temasuguseid, kes oma ainet annavad multikultuursuse seisukohast, on üllatunud ja solvunud, kui üliõpilased talle rahvuslikelt positsioonidelt vastu vaidlevad, ning ei saa aru, miks ja kuidas siinsed noored oma peaga mõtlevad ega lähtu poliitkorrektsusest.",MH,MH,N,N,11.12.2018 07:45,Kolm järeldust pühapäevasest lapsevankrirünnakust Vabaduse platsil,UuedUudised,UuedUudised,Arvamus,['paremäärmus'],['multikult'],
Rassismist aga Libeeria 1930. aasta skandaaliga lahti ei saanud.,MH,MH,N,N,05.08.2020 01:21,Täiesti rassistlik juhtum mustanahaliste eks-orjade vabal maal Libeerias,EkspressGrupp,Eesti Ekspress,,['rass'],['([\\W ]|^)rass'],Sulev Vedler
Sisserändevastane Suomi Ensin on avaldanud juba nädalaid meelt Rautatientori rahvusteatripoolses otsas.,MH,MH,N,N,20.03.2017 10:03,"Helsingis lasti varjupaigataotlejale gaasi näkku, olukorras osales ka kohalike valimiste kandidaat",EkspressGrupp,Delfi,,['ränne'],['rände'],
"Irratsionaalselt ei suudeta eristada enam sedagi, et võõraid sisserändajaid oli meil iseseisvuse taastamise hetkel peaaegu pool elanikkonnast.",3,3,N,N,26.12.2015 16:29,Urmas Sutrop: valitsus on enda asemel lasknud rääkida pigem äärmuslastel,EkspressGrupp,Eesti Päevaleht,,['ränne'],['rända'],
Välismaalased tulevad Tõnisele eksootikat otsima.,MH,MH,N,N,30.07.2021 00:05,"Viimsi pere tegi kannapöörde ja peab nüüd Muhus turismitalu. ""Kuskilt New Yorgi stuudiokorterist tulevad inimesed, kes maksavad, et maad kaevata ja hekki pügada!""",EkspressGrupp,Eesti Päevaleht,,['välistööjõud'],['välismaala'],Tiina Kruus
"Praegu avab Coop Pank mitteresidentide kontosid neile ettevõtetele, kes Eesti äri ajavad, samuti võõrtöölistele, näiteks ukrainlastele ja valgevenelastele, kes siin palka saavad.",MH,MH,N,N,11.06.2019 21:25,Coop Pank loobus riskikundedest,EkspressGrupp,Eesti Ekspress,,"['välistööjõud', 'rahvus']","['võõrtöö', 'ukrainla']",
"Põhjusena viidatakse Myanmari pinnale tulnud moslemivähemuse represseerimisele, mille kohta Aung San Suu Kyi antud selgitused pole Lääne tegijaid ja kohtuvõime siiani rahuldanud.",MH,MH,N,N,28.05.2021 10:01,"Moskva haare – laiem, kui tunnistatakse. Ukraina on vaid üks käik suuremas mängus",EkspressGrupp,Forte,,['rahvus'],['moslem'],ajakiri Kaitse kodu!
"Hea küll, oletame, et pagulasmasse ei tule ja võib-olla on isegi Toompeal hetkest X võimul hoopis teised jõud.",MH,MH,N,N,03.08.2015 12:00,"Jaanus Nurmoja: Pagulaspaanika, rahvastipendium ja Eesti mõte",EkspressGrupp,Maaleht,,['pagulased'],['pagula'],
Möödunud nädalal esitas Euroopa Komisjon plaani üle Vahemere saabuvate põgenike võrdsemaks jagamiseks kõigi euroliidu liikmesriikide vahel.,4,4,N,N,22.05.2015 05:23,Orbįn Strasbourg’is: Kvoodid on absurd,UuedUudised,UuedUudised,Maailm,['pagulased'],['põgenik'],
"""Aktuaalne kaamera"" on paljastanud, et siseministeerium määras Euroopa rändevõrgustiku kontaktpunktiks ilma konkursita Tallinna ülikooli ja seda rahastatakse 200 000 euroga aastas.",MH,MH,N,N,20.06.2015 06:11,Skandaali tõttu lahkunud kantsler sai 2042 eurot hüvitist,EkspressGrupp,Delfi,,['ränne'],['rände'],
"Otsevalitud T�ehhi, Slovakkia, Sloveenia, Bulgaaria ja Horvaatia presidendid on aga sisuliselt sama võimuulatusega nagu otsevalimata Eesti president; mõningaid volitusi on neil rohkem, teisi vähem.",MH,MH,N,N,16.07.2021 21:38,Jaak Valge: Eesti väärib rahva valitud presidenti,UuedUudised,UuedUudised,Arvamus,['mittekodanikud'],['muula'],
"Politsei- ja piirivalveameti vanempiirivalvur Veigo Sepp on novembrikuust alates Kreekas Chiose saarel, kus ta aitab kohalikke ametnikke põgenike registreerimisel.",MH,MH,N,N,16.12.2015 09:22,FOTOD KREEKAST: Põgenikelaagris töötav Eesti politseinik: pagulaste päevane hulk sõltub ilmast merel,EkspressGrupp,Delfi,,['pagulased'],"['põgenik', 'piirivalv']",
"Sisemised ohud on tingitud sellest, et globalism on jõupositsioonil nii rahvusvahelises poliitikas, massimeedias, Lääne haridussüsteemis kui globaalses finantskapitalis.",MH,MH,N,N,01.03.2019 06:54,Ruuben Kaalep: rahvuslasi Euroopas ühendab ühine oht ja ühine vastupanu,UuedUudised,UuedUudised,Arvamus,['paremäärmus'],['globalism'],
"Üks Ukraina hooajatöölisi vedav lend saabus küll juba neljapäeval kohale, kuid Ukraina otsusega jääb see tõenäoliselt ainsaks, kuigi neid pidi saabuma järgmise kahe nädala jooksul veel.",MH,MH,N,N,27.04.2020 06:52,"Ukraina ei lasegi hooajatöölisi riigist välja, Soome peab neist suu puhtaks pühkima",UuedUudised,UuedUudised,Maailm,['välistööjõud'],['hooajatöö'],
"Imestasin siiralt, et FBs küll jagati lõputult maasikamüügi kuulutusi, aga jäi loomata kommuun “Ma usun Eesti maasikat”.Pärast kogu seda tralli võõrtööjõu riiki lubamise või mittelubamise, pidevate piltidega maasikapõldudel kõhuli eksperimenteerivatest poliitikutest, kadus marjaisu kuidagi ära.",MH,MH,N,N,14.07.2020 17:10,Piret Tali: Kallis-kallis Eesti ehk kus on ahnuse piirid?,EkspressGrupp,Maaleht,,['välistööjõud'],['võõrtöö'],Piret Tali
Egiptuse apellatsioonikohus tühistas 2013. aastal kukutatud islamistist presidendile Mohamed Morsile mõistetud surmaotsuse.,MH,MH,N,N,15.11.2016 11:22,Egiptuse kohus tühistas endise presidendi Morsi surmaotsuse,EkspressGrupp,Delfi,,['rahvus'],['islam'],
"Toonastel Venemaalt põgenenuil ja meil, tulevastel võimalikel emigrantidel on siiski see oluline vahe, et neil oli võimalus lahkuda naaberriikidesse.",MH,MH,N,N,07.11.2017 11:44,Roland Tõnisson: Kahjurlikust tegevusetusest ehk 1917 = 2017,UuedUudised,UuedUudised,Arvamus,['ränne'],['migra'],
"Prantsuse parlamendi alamkoda võttis 16. veebruaril vastu seaduse, millega tehakse äärmuslikele islamistidele Prantsusmaa pinnal tegutsemine keerulisemaks.",MH,MH,N,N,03.03.2021 00:30,"Prantsusmaa siseriiklik võitlus islamistidega, kaua oodatud",EkspressGrupp,Eesti Ekspress,,['rahvus'],['islam'],Andrei Hvostov
Ja Rootsi Bråvalla festival lõpetas sisserändajate käperdamiskultuuri tõttu üldse olemasolu.,MH,MH,N,N,15.03.2019 17:43,Avalik kiri 85 noorele EKREIKE asjas,UuedUudised,UuedUudised,Arvamus,['ränne'],['rända'],
Mind kummitab ka mustanahalise Taani taksojuhi hiljuti räägitud tragikoomiline lugu.,MH,MH,N,N,03.09.2015 12:37,Nastja Pert�jonok: mis on rassism?,EkspressGrupp,Eesti Päevaleht,,['rass'],['mustanahali'],
"Sõrmuse hinnangul on positiivne, et valitsuserakonnad mõistsid Eestis ajutiselt viibiva välistööjõu kriitilist tähtsust kodumaise põllumajandustootmise käigus hoidmisel.",MH,MH,N,N,09.04.2020 07:43,Põllumajanduskoda: valitsuse abimeetmed aitavad ennetada sektorikriisi,UuedUudised,UuedUudised,Majandus,['välistööjõud'],['välistööjõu'],
"Itaalia parempoolsesse immigratsioonivastasesse Põhjaliigasse kuuluv siseminister Matteo Salvini, kes ei lubanud Aquariusel Itaalias randuda, andis Prantsuse presidendile vastulöögi.“Kui Macron lõpetaks solvamise ja praktiseeriks konkreetselt seda heldust, mis ta suu täidab, tuhandete immigrantide võõrustamisega, mida Itaalia on viimastel aastatel teinud, oleks parem kõigile,” vahendas Itaalia pressiagentuur AGI Salvini sõnu Terni linnas.",MH,MH,N,N,22.06.2018 05:47,"Eesti globalistide eeskuju Macron võrdles rahvuslust pidalitõvega, kuid sai nina pihta",UuedUudised,UuedUudised,Maailm,['ränne'],['migra'],
"See riik ju osteti – jah, sõna otseses mõttes osteti – endistele Ameerika neegerorjadele, et nad ei peaks enam kogema kiusamist ja orjapõlve õudu.",MH,MH,N,N,05.08.2020 01:21,Täiesti rassistlik juhtum mustanahaliste eks-orjade vabal maal Libeerias,EkspressGrupp,Eesti Ekspress,,['rass'],['([\\W ]|^)neeg'],Sulev Vedler
"Aga Eesti ühiskonnas on paraku üha rohkem neid “rassismijuhtumeid”, kus… ei olnud mingit pahatahtlikust, vaid võõras solvus, et teda ei märgatud ega kallistatud – see on multikultlaste algatus.",MH,MH,N,N,02.03.2019 05:22,Eestlased ei julge enam naeratada ega komplimente teha,UuedUudised,UuedUudised,Arvamus,"['paremäärmus', 'rass']","['multikult', '([\\W ]|^)rass']",
Itaalia aga on taas migrantidega hädas.,MH,MH,N,N,24.09.2019 08:12,Itaalia on naasmas inimkaubandusse ja utsitab takka migrantide laialijaotamist,UuedUudised,UuedUudised,Maailm,['ränne'],['migra'],
Sadakond põgenikku aastas vastu võtta ei käi meie riigil üle jõu.u arvuti klaviatuurile pole täpitähti märgitud ja vahel näpud eksivad.,MH,MH,N,N,18.06.2015 21:00,Rääkides või röökides,EkspressGrupp,Eesti Päevaleht,,['pagulased'],['põgenik'],
"Holi festivali käigus toimub meeletu rahvapidu, mille käigus loobitakse üksteist värviliste pulbrite ja veega ning sellel ajal unustatakse kõik seisuse- ja klassivahed, kusjuures välismaalased on selle peo käigus erilise tähelepanu objektiks.",MH,MH,N,N,19.03.2020 09:01,Reis Holi festivalile: kontakt kohalikega oli sellel peol väga lähedane ja mitte keegi ei muretsenud viiruse pärast,EkspressGrupp,Reisijuht,,['välistööjõud'],['välismaala'],Anonüümne kaasautor
Abu al-Suri aga toob pildile kõik moslemitest immigrandid kogu maailmas.,MH,MH,N,N,13.12.2015 10:25,Globaalse d˛ihaadi arhitekt Süüriast: Abu Musab al-Suri,EkspressGrupp,Forte,,"['ränne', 'rahvus']","['migra', 'moslem']",
"Sel aastal on Valgevenest Leedu jõudnud umbes 4100 inimest, kuid migrandivool vähenes märgatavalt, kui Leedu piirivalvele anti õigus neid Valgevenesse tagasi suruda.",MH,MH,N,N,14.08.2021 17:05,Ükski Valgevenest saabunud 1500-st migrandist pole seni saanud Leedult asüüli,EkspressGrupp,Delfi,,"['ränne', 'pagulased']","['migra', 'piirivalv']",Kadri Veermäe
Ruhr Nachrichteni andmetel laulis aastavahetusel rühm süürlasi Süüria relvarahu tähistamiseks.,MH,MH,N,N,05.01.2017 18:34,Muhameedlik aastavahetus Dortmundis: Allahu Akbar ning ründed politsei ja kohalike vastu,UuedUudised,UuedUudised,Maailm,['rahvus'],['süürla'],
"Kohus mõistis Kohveri süüdi spionaa˛is, illegaalses piiriületuses, relva omamises ja selle salakaubaveos.",MH,MH,N,N,19.08.2015 19:45,USA kutsub Venemaad Kohver viivitamatult vabastama,EkspressGrupp,Delfi,,['pagulased'],['illegaal'],
"Ja sotside juhtimisel on kahjuks juhtumas see, et mitte eestlane ei ütle teisele eestlasele, et too pole eestlane, vaid eestlane ütleb neegrile ja araablasele, et too on soovi korral eestlane.“Kui nüüd tänasel päeval siin Eestis keegi ähvardab kohtuvõimu sõltumatust, sõdib poliitiliselt mittemeeldiva ajakirjanduse, kunsti ja teadusega, lahendab erimeelsusi jõuga, siis lükkab ta seda arusaamiste piiri tagasi pimeduse aega,” kirjutab Nestor.",MH,MH,N,N,02.01.2019 15:21,"Eiki Nestor alustas uut aastat mitte Riigikogu esimehe, vaid ideoloogilise sotsi kõnega",UuedUudised,UuedUudised,Eesti,"['rass', 'rahvus']","['([\\W ]|^)neeg', 'araabla']",
"155/„Suure vene rahva pojad ja tütred, valgevenelased, ukrainlased ja teiste vennasrahvaste esindajad tulid appi Lätile, et ehitada üles uus elu nende maal.",4,4,N,N,11.01.2018 09:09,Läti portaal: uusmigratsiooni propaganda on äravahetamiseni sarnane nõukogudeaegsega,UuedUudised,UuedUudised,Arvamus,['rahvus'],['ukrainla'],
"Seda enam, et ka massimigratsioon sulatab Euroopa loodud rikkusi nagu päike kevadel lund.",MH,MH,N,N,11.07.2019 07:27,Heaoluühiskond löögi all: Prantsusmaa kehtestab lennukipiletitele kuni 18-eurose rohemaksu,UuedUudised,UuedUudised,Maailm,['ränne'],['migra'],
"Koroonakriisi üks lahutamatu osa on see, et meil peab olema võimekus ja valmidus hoida piirikontrolli pikemaks ajaks või see pikemalt taastada,"" rääkis rahandusminister.",MH,MH,N,N,30.04.2020 15:50,Peaminister kiidab Mart Helme plaani keset kriisi PPA töö ümber korraldada: praegune õppimiskoht on kõige värskem,EkspressGrupp,Delfi,,['pagulased'],['piirikontroll'],Aleksander Pihlak
Ligi 3700 migranti on tänavu Vahemerel elu kaotanud.,2,2,N,N,22.12.2015 10:36,Euroopasse on tänavu saabunud üle miljoni migrandi,UuedUudised,UuedUudised,Maailm,['ränne'],['migra'],
"“Saksamaa on esimene, kes meid venelastele maha müüb!”Martin Helme sõnul käis Eesti rahvuslike huvide osas päris kõva vaidlus ning tema hinnangul tunduvad president ja tema nõunikud olevat loonud kummalise maailmapildi: meid olevat vähe, me olevat väikesed, rahvaarv kahaneb, me ei saavat migratsioonile “ei” öelda, vaid pidavat seda majandama, tuues siia need, kes meile meeldivad, ja nendeks peetakse ukrainlasi.“Ma küsisin, et kuidas eesti keelega jääb ja president vastas, et õpetame selle neile selgeks – aga me pole isegi venelastele seda selgeks õpetanud,” lausus Martin Helme, kelle sõnul ei taha ka venelased ukrainlasi siia, nad ei taha üldse migrante.",MH,MH,N,N,25.11.2018 10:02,“Räägime asjast”: president Kaljulaidiga on eestluse hävimine kindel,UuedUudised,UuedUudised,Eesti,"['ränne', 'rahvus']","['migra', 'ukrainla']",
"Taani parempoolne immigratsioonivastane partei Danskernes Parti on tekitanud rahvusvahelise pahameeletormi sellega, et jagas Haderslevi linnas elanikele enesekaitseks kasutavaid gaasipihusteid.",2,2,N,N,06.10.2016 17:03,Taanis jagab immigratsioonivastane partei enesekaitseks kasutatavaid gaasipihusteid,UuedUudised,UuedUudised,Maailm,['ränne'],['migra'],
Ja mõistagi solidaarsusest nende inimestega (põgenikega – R.P.).,MH,MH,N,N,28.09.2015 12:39,"Erkki Tuomioja: kiidan Eestit põgenikekriisi euroopaliku lahendamise eest, Soome valitsust tunnustada ei saa",EkspressGrupp,Delfi,,['pagulased'],['põgenik'],
"Nüüd on kvaliteeti ja hinnalisi brände hindav Siret tema üks parimaid nõuandjaid ja kingade hindajaid, andes tagasisidet mugavuse ja disaini suhtes.",MH,MH,N,N,23.02.2018 12:30,"EV 100 peret | ""Onu Pauli"" lugu: tegijast spordipoisist tuntud jalanõude brändi loojaks",EkspressGrupp,Delfi,,['ränne'],['rände'],
"Samuti tuletatakse meelde, et Hispaania pakkus Aquariuse rändlejatele 2018. aasta suvel turvalist pelgupaika ja ei midagi muud.",MH,MH,N,N,16.03.2020 09:21,Migrandikorjelaeva Aquarius reisijad tunnistati Hispaanias varjupaigakõlbmatuks,UuedUudised,UuedUudised,Maailm,['ränne'],['rändle'],
"Trump oli viimastel nädalatel nõudnud, et Nielsen käsiks piiripunktid sulgeda ja keelduks asüülitaotlejaid vastu võtmast.",2,2,N,N,08.04.2019 21:15,Trump sundis lapsi traataedikutes hoida soovinud ministri liigse leebuse tõttu lahkuma,EkspressGrupp,Eesti Päevaleht,,['pagulased'],['asüül'],
"Teatavate sisserändajate gruppide vaateviisi, mis kuulutab naised ja noored tütarlapsed lindpriiks, Euroopas sageli tolereeritakse ja aktiivselt toetatakse.",3,3,N,N,11.11.2020 06:57,Saksa ajakirjaniku raamat “Massimigratsioon ja seksuaalkuriteod” on karm hoiatus veel mõistuse säilitanud eurooplastele,UuedUudised,UuedUudised,Varia,['ränne'],['rända'],
"Fikser on ajakirjanike keeles kohalik abiline, kes aitab välismaalasest ajakirjanikul orienteeruda, kohalikke kontakte leida, ühesõnaga, abistab.",4,4,N,N,28.10.2020 00:30,"Sündimata valitsus: Reformierakond pakkus Ratasele peaministri kohta. Mis edasi sai, on segane",EkspressGrupp,Eesti Ekspress,,['välistööjõud'],['välismaala'],Mikk Salu
"Praegu elab Türgis üle kolme miljoni pagulase, neist enamik Süüriast.",MH,MH,N,N,15.08.2017 03:06,Peaminister Ratas külastab Türgi visiidil pagulaslaagrit ja kohtub riigijuhtidega,EkspressGrupp,Delfi,,['pagulased'],['pagula'],
"Reedel, 29. septembril kell 11 korraldab Eesti Konservatiivne Rahvaerakond Kultuurikatla juures piketi seoses Saksa kantsleri Angela Merkeli Tallinna-visiidiga.„On tõenäoline, et eurokraatide tippkohtumisele saabuv multikulti ämmaemand Angela Merkel toob endaga kaasa nõudmise, et Eesti peab vastu võtma palju rohkem immigrante kui seni,“ ütles Eesti Konservatiivse Rahvaerakonna aseesimees Martin Helme.„Me kavatseme piketil öelda selgelt ja valjult nii euroliidu kui oma riigi poliitikutele, et meie kvoot on jätkuvalt null ja me ei nõustu avatud uste poliitikaga.",MH,MH,N,N,28.09.2017 13:10,Achtung! Achtung! EKRE tervitab Tallinna külastavat Angela Merkelit vilekooriga,UuedUudised,UuedUudised,Eesti,"['ränne', 'paremäärmus']","['migra', 'avatud uste poliitika', 'multikult']",
"“See on tulevikuta maa, vähemalt rootslastele.”Ta ei ole ainus, kes on lahkunud maalt, mille poliitika aluseks on feminism ja solidaarsus sisserändajatega.",MH,MH,N,N,19.03.2018 07:30,"Ungarisse emigreerunud rootslanna: Rootsis pole enam ohutu, aga inimesed kardavad rääkida",UuedUudised,UuedUudised,Maailm,['ränne'],['rända'],
